,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
62,2020-03-24,414587.0658000283,278527.1566302268,535475.6079997469,414587.0658000283,414587.0658000283,-14657.398555097914,-14657.398555097914,-14657.398555097914,-14657.398555097914,-14657.398555097914,-14657.398555097914,0.0,0.0,0.0,399929.66724493034
63,2020-03-25,481347.33723178273,342544.98890661064,600792.6829917614,481347.33723178273,481347.33723178273,-7006.208342787601,-7006.208342787601,-7006.208342787601,-7006.208342787601,-7006.208342787601,-7006.208342787601,0.0,0.0,0.0,474341.12888899515
64,2020-03-26,548107.608663538,395521.887845913,662142.2603968813,548107.608663538,548107.608663538,148.0812188686815,148.0812188686815,148.0812188686815,148.0812188686815,148.0812188686815,148.0812188686815,0.0,0.0,0.0,548255.6898824067
65,2020-03-27,614867.8800952925,508635.4199724818,747037.083306103,614867.8800952923,614867.8800952925,14138.298516636545,14138.298516636545,14138.298516636545,14138.298516636545,14138.298516636545,14138.298516636545,0.0,0.0,0.0,629006.1786119291
66,2020-03-28,681628.1515270469,581163.8409481205,815256.468657301,681628.1515270469,681628.1515270469,16296.429360876482,16296.429360876482,16296.429360876482,16296.429360876482,16296.429360876482,16296.429360876482,0.0,0.0,0.0,697924.5808879234
67,2020-03-29,748388.4229588013,630718.2422966663,883343.4684748233,748388.4229588013,748388.4229588013,2080.2228209530253,2080.2228209530253,2080.2228209530253,2080.2228209530253,2080.2228209530253,2080.2228209530253,0.0,0.0,0.0,750468.6457797543
68,2020-03-30,815148.6943905557,684827.3667813621,931746.047802502,815148.6943905556,815148.6943905557,-10999.425019496102,-10999.425019496102,-10999.425019496102,-10999.425019496102,-10999.425019496102,-10999.425019496102,0.0,0.0,0.0,804149.2693710596
69,2020-03-31,881908.9658223093,725167.3649057553,994157.2124532076,881908.9658223093,881908.9658223093,-14657.398555107264,-14657.398555107264,-14657.398555107264,-14657.398555107264,-14657.398555107264,-14657.398555107264,0.0,0.0,0.0,867251.567267202
70,2020-04-01,948669.2372540646,800767.9313639556,1064816.2336927839,948669.2372540645,948669.2372540646,-7006.208342782791,-7006.208342782791,-7006.208342782791,-7006.208342782791,-7006.208342782791,-7006.208342782791,0.0,0.0,0.0,941663.0289112818
71,2020-04-02,1029235.5276761436,912306.6694146099,1146496.1967305313,1029235.5276761435,1029235.5276761436,148.08121887376737,148.08121887376737,148.08121887376737,148.08121887376737,148.08121887376737,148.08121887376737,0.0,0.0,0.0,1029383.6088950173
72,2020-04-03,1109801.8180982233,986172.5191922806,1255314.9847224734,1109801.8180982233,1109801.8180982233,14138.29851664984,14138.29851664984,14138.29851664984,14138.29851664984,14138.29851664984,14138.29851664984,0.0,0.0,0.0,1123940.116614873
73,2020-04-04,1190368.1085203032,1078367.369386095,1343816.739793432,1190368.108520303,1190368.1085203032,16296.429360900049,16296.429360900049,16296.429360900049,16296.429360900049,16296.429360900049,16296.429360900049,0.0,0.0,0.0,1206664.5378812032
74,2020-04-05,1270934.398942382,1130835.6681921696,1400068.5401302148,1270934.398942382,1270934.398942382,2080.2228210181383,2080.2228210181383,2080.2228210181383,2080.2228210181383,2080.2228210181383,2080.2228210181383,0.0,0.0,0.0,1273014.6217634003
75,2020-04-06,1351500.689364461,1192894.1196202473,1457310.6218367494,1351500.6893644608,1351500.689364461,-10999.425019506529,-10999.425019506529,-10999.425019506529,-10999.425019506529,-10999.425019506529,-10999.425019506529,0.0,0.0,0.0,1340501.2643449544
76,2020-04-07,1432066.9797865408,1287263.6918411513,1546785.127620548,1432066.9797865408,1432066.9797865408,-14657.398555105323,-14657.398555105323,-14657.398555105323,-14657.398555105323,-14657.398555105323,-14657.398555105323,0.0,0.0,0.0,1417409.5812314355
77,2020-04-08,1512633.2702086198,1399518.9090526793,1638754.651400501,1512633.2702086195,1512633.2702086198,-7006.208342777978,-7006.208342777978,-7006.208342777978,-7006.208342777978,-7006.208342777978,-7006.208342777978,0.0,0.0,0.0,1505627.0618658417
78,2020-04-09,1593199.5606306987,1473860.3545036279,1731671.0522941176,1593199.5606306987,1593199.5606306987,148.08121888358218,148.08121888358218,148.08121888358218,148.08121888358218,148.08121888358218,148.08121888358218,0.0,0.0,0.0,1593347.6418495823
79,2020-04-10,1673765.8520484604,1542777.8137462903,1825336.0391201805,1673765.8520484604,1673765.8520484604,14138.298516648718,14138.298516648718,14138.298516648718,14138.298516648718,14138.298516648718,14138.298516648718,0.0,0.0,0.0,1687904.1505651092
80,2020-04-11,1754332.143466223,1617083.0192281213,1892774.4710214203,1754332.143466223,1754332.143466223,16296.429360888855,16296.429360888855,16296.429360888855,16296.429360888855,16296.429360888855,16296.429360888855,0.0,0.0,0.0,1770628.572827112
81,2020-04-12,1834898.4348839854,1698072.7027683281,1958802.3483451693,1834898.4348839852,1834898.4348839854,2080.222820995579,2080.222820995579,2080.222820995579,2080.222820995579,2080.222820995579,2080.222820995579,0.0,0.0,0.0,1836978.657704981
82,2020-04-13,1915464.7263017474,1767504.496721123,2027610.3538878774,1915464.7263017474,1915464.7263017474,-10999.425019516955,-10999.425019516955,-10999.425019516955,-10999.425019516955,-10999.425019516955,-10999.425019516955,0.0,0.0,0.0,1904465.3012822305
83,2020-04-14,1996031.0177195098,1851026.1577009861,2119815.4079094175,1996031.0177195095,1996031.0177195098,-14657.398555103384,-14657.398555103384,-14657.398555103384,-14657.398555103384,-14657.398555103384,-14657.398555103384,0.0,0.0,0.0,1981373.6191644063
84,2020-04-15,2076597.3091372717,1929319.5434047221,2191671.66520778,2076597.3091372717,2076597.3091372717,-7006.208342773164,-7006.208342773164,-7006.208342773164,-7006.208342773164,-7006.208342773164,-7006.208342773164,0.0,0.0,0.0,2069591.1007944986
85,2020-04-16,2157163.6005550334,2017579.4166870844,2302532.867358339,2157163.6005550334,2157163.6005550334,148.08121884527154,148.08121884527154,148.08121884527154,148.08121884527154,148.08121884527154,148.08121884527154,0.0,0.0,0.0,2157311.6817738786
86,2020-04-17,2237729.891972795,2138071.225259005,2382945.719342476,2237729.891972795,2237729.891972795,14138.298516662016,14138.298516662016,14138.298516662016,14138.298516662016,14138.298516662016,14138.298516662016,0.0,0.0,0.0,2251868.190489457
87,2020-04-18,2318124.503676926,2197933.626526624,2460626.0608209223,2318124.503676926,2318124.503676926,16296.429360894188,16296.429360894188,16296.429360894188,16296.429360894188,16296.429360894188,16296.429360894188,0.0,0.0,0.0,2334420.93303782
88,2020-04-19,2398519.115381057,2256253.60848815,2544873.60550492,2398519.1153810564,2398519.115381057,2080.2228209883824,2080.2228209883824,2080.2228209883824,2080.2228209883824,2080.2228209883824,2080.2228209883824,0.0,0.0,0.0,2400599.3382020453
89,2020-04-20,2478913.7270851885,2320503.5478933947,2600648.506757546,2478913.7270851885,2478913.7270851885,-10999.425019521803,-10999.425019521803,-10999.425019521803,-10999.425019521803,-10999.425019521803,-10999.425019521803,0.0,0.0,0.0,2467914.3020656668
90,2020-04-21,2559308.338789319,2426003.996309134,2687152.9056421695,2559308.338789319,2559308.338789319,-14657.398555115102,-14657.398555115102,-14657.398555115102,-14657.398555115102,-14657.398555115102,-14657.398555115102,0.0,0.0,0.0,2544650.940234204
91,2020-04-22,2639702.95049345,2493865.339819953,2773448.3122215066,2639702.9504934493,2639702.95049345,-7006.208342767047,-7006.208342767047,-7006.208342767047,-7006.208342767047,-7006.208342767047,-7006.208342767047,0.0,0.0,0.0,2632696.742150683
92,2020-04-23,2720097.56219758,2589388.8150610197,2861425.829148353,2720097.56219758,2720097.56219758,148.08121885508635,148.08121885508635,148.08121885508635,148.08121885508635,148.08121885508635,148.08121885508635,0.0,0.0,0.0,2720245.643416435
93,2020-04-24,2800492.1739017116,2694639.4825401036,2949295.1483928785,2800492.1739017116,2800492.1739017116,14138.298516675313,14138.298516675313,14138.298516675313,14138.298516675313,14138.298516675313,14138.298516675313,0.0,0.0,0.0,2814630.472418387
94,2020-04-25,2880886.7856058422,2761429.164024911,3029883.05388153,2880886.7856058422,2880886.7856058422,16296.429360882998,16296.429360882998,16296.429360882998,16296.429360882998,16296.429360882998,16296.429360882998,0.0,0.0,0.0,2897183.214966725
